policy_name,vaccine_uptake,infection_rate,vaccine_efficacy,vsly_factor,cost_factor,nmb
No Vaccination,0.8,0.0361,central,0.1,1.2000000000000002,1288696891.6990352
JCVI Spring 2025 (75+ only),0.9,0.0361,central,0.1,1.2000000000000002,474371876.7860561
Universal (All Ages),0.9,0.0361,central,0.1,1.2000000000000002,-1502980199.1546888
All Adults (18+),0.9,0.0361,central,0.1,1.2000000000000002,16476640.303740615
No Vaccination,0.9,0.0361,central,0.1,1.2000000000000002,1288696891.6990352
JCVI Spring 2025 (75+ only),0.95,0.0361,central,0.1,1.2000000000000002,474371876.7860561
Universal (All Ages),0.95,0.0361,central,0.1,1.2000000000000002,-1658073370.8687844
All Adults (18+),0.95,0.0361,central,0.1,1.2000000000000002,16476640.303740615
No Vaccination,0.95,0.0361,central,0.1,1.2000000000000002,1288696891.6990352
JCVI Spring 2025 (75+ only),0.8,0.0361,central,0.2,1.2000000000000002,913594975.3883121
Universal (All Ages),0.8,0.0361,central,0.2,1.2000000000000002,-805563640.9538256
All Adults (18+),0.8,0.0361,central,0.2,1.2000000000000002,16919679.187599026
No Vaccination,0.8,0.0361,central,0.2,1.2000000000000002,2497686741.8384566
JCVI Spring 2025 (75+ only),0.9,0.0361,central,0.2,1.2000000000000002,913594975.3883121
Universal (All Ages),0.9,0.0361,central,0.2,1.2000000000000002,-1218469938.8028607
All Adults (18+),0.9,0.0361,central,0.2,1.2000000000000002,16919679.187599026
No Vaccination,0.9,0.0361,central,0.2,1.2000000000000002,2497686741.8384566
JCVI Spring 2025 (75+ only),0.95,0.0361,central,0.2,1.2000000000000002,913594975.3883121
Universal (All Ages),0.95,0.0361,central,0.2,1.2000000000000002,-1424923087.7273781
All Adults (18+),0.95,0.0361,central,0.2,1.2000000000000002,16919679.187599026
No Vaccination,0.95,0.0361,central,0.2,1.2000000000000002,2497686741.8384566
JCVI Spring 2025 (75+ only),0.8,0.0361,central,0.30000000000000004,1.2000000000000002,1352818073.9905684
Universal (All Ages),0.8,0.0361,central,0.30000000000000004,1.2000000000000002,-418333426.18115354
All Adults (18+),0.8,0.0361,central,0.30000000000000004,1.2000000000000002,17362718.071457434
No Vaccination,0.8,0.0361,central,0.30000000000000004,1.2000000000000002,3706676591.977878
JCVI Spring 2025 (75+ only),0.9,0.0361,central,0.30000000000000004,1.2000000000000002,1352818073.9905684
Universal (All Ages),0.9,0.0361,central,0.30000000000000004,1.2000000000000002,-933959678.4510324
All Adults (18+),0.9,0.0361,central,0.30000000000000004,1.2000000000000002,17362718.071457434
No Vaccination,0.9,0.0361,central,0.30000000000000004,1.2000000000000002,3706676591.977878
JCVI Spring 2025 (75+ only),0.95,0.0361,central,0.30000000000000004,1.2000000000000002,1352818073.9905684
Universal (All Ages),0.95,0.0361,central,0.30000000000000004,1.2000000000000002,-1191772804.5859718
All Adults (18+),0.95,0.0361,central,0.30000000000000004,1.2000000000000002,17362718.071457434
No Vaccination,0.95,0.0361,central,0.30000000000000004,1.2000000000000002,3706676591.977878
JCVI Spring 2025 (75+ only),0.8,0.0361,central,0.4,1.2000000000000002,1792041172.5928242
Universal (All Ages),0.8,0.0361,central,0.4,1.2000000000000002,-31103211.408482075
All Adults (18+),0.8,0.0361,central,0.4,1.2000000000000002,17805756.955315847
No Vaccination,0.8,0.0361,central,0.4,1.2000000000000002,4915666442.117298
JCVI Spring 2025 (75+ only),0.9,0.0361,central,0.4,1.2000000000000002,1792041172.5928242
Universal (All Ages),0.9,0.0361,central,0.4,1.2000000000000002,-649449418.0992043
All Adults (18+),0.9,0.0361,central,0.4,1.2000000000000002,17805756.955315847
No Vaccination,0.9,0.0361,central,0.4,1.2000000000000002,4915666442.117298
JCVI Spring 2025 (75+ only),0.95,0.0361,central,0.4,1.2000000000000002,1792041172.5928242
Universal (All Ages),0.95,0.0361,central,0.4,1.2000000000000002,-958622521.4445654
All Adults (18+),0.95,0.0361,central,0.4,1.2000000000000002,17805756.955315847
No Vaccination,0.95,0.0361,central,0.4,1.2000000000000002,4915666442.117298
JCVI Spring 2025 (75+ only),0.8,0.0361,central,0.5,1.2000000000000002,2231264271.1950808
Universal (All Ages),0.8,0.0361,central,0.5,1.2000000000000002,356127003.36418986
All Adults (18+),0.8,0.0361,central,0.5,1.2000000000000002,18248795.839174256
No Vaccination,0.8,0.0361,central,0.5,1.2000000000000002,6124656292.25672
JCVI Spring 2025 (75+ only),0.9,0.0361,central,0.5,1.2000000000000002,2231264271.1950808
Universal (All Ages),0.9,0.0361,central,0.5,1.2000000000000002,-364939157.7473762
All Adults (18+),0.9,0.0361,central,0.5,1.2000000000000002,18248795.839174256
No Vaccination,0.9,0.0361,central,0.5,1.2000000000000002,6124656292.25672
JCVI Spring 2025 (75+ only),0.95,0.0361,central,0.5,1.2000000000000002,2231264271.1950808
Universal (All Ages),0.95,0.0361,central,0.5,1.2000000000000002,-725472238.303159
All Adults (18+),0.95,0.0361,central,0.5,1.2000000000000002,18248795.839174256
No Vaccination,0.95,0.0361,central,0.5,1.2000000000000002,6124656292.25672
JCVI Spring 2025 (75+ only),0.8,0.0361,central,0.6,1.2000000000000002,2670487369.7973366
Universal (All Ages),0.8,0.0361,central,0.6,1.2000000000000002,743357218.136862
All Adults (18+),0.8,0.0361,central,0.6,1.2000000000000002,18691834.72303267
No Vaccination,0.8,0.0361,central,0.6,1.2000000000000002,7333646142.39614
JCVI Spring 2025 (75+ only),0.9,0.0361,central,0.6,1.2000000000000002,2670487369.7973366
Universal (All Ages),0.9,0.0361,central,0.6,1.2000000000000002,-80428897.3955481
All Adults (18+),0.9,0.0361,central,0.6,1.2000000000000002,18691834.72303267
No Vaccination,0.9,0.0361,central,0.6,1.2000000000000002,7333646142.39614
JCVI Spring 2025 (75+ only),0.95,0.0361,central,0.6,1.2000000000000002,2670487369.7973366
Universal (All Ages),0.95,0.0361,central,0.6,1.2000000000000002,-492321955.1617527
All Adults (18+),0.95,0.0361,central,0.6,1.2000000000000002,18691834.72303267
No Vaccination,0.95,0.0361,central,0.6,1.2000000000000002,7333646142.39614
JCVI Spring 2025 (75+ only),0.8,0.0361,central,0.7000000000000001,1.2000000000000002,3109710468.3995934
Universal (All Ages),0.8,0.0361,central,0.7000000000000001,1.2000000000000002,1130587432.9095342
All Adults (18+),0.8,0.0361,central,0.7000000000000001,1.2000000000000002,19134873.606891077
No Vaccination,0.8,0.0361,central,0.7000000000000001,1.2000000000000002,8542635992.5355625
JCVI Spring 2025 (75+ only),0.9,0.0361,central,0.7000000000000001,1.2000000000000002,3109710468.3995934
Universal (All Ages),0.9,0.0361,central,0.7000000000000001,1.2000000000000002,204081362.95628047
All Adults (18+),0.9,0.0361,central,0.7000000000000001,1.2000000000000002,19134873.606891077
No Vaccination,0.9,0.0361,central,0.7000000000000001,1.2000000000000002,8542635992.5355625
JCVI Spring 2025 (75+ only),0.95,0.0361,central,0.7000000000000001,1.2000000000000002,3109710468.3995934
Universal (All Ages),0.95,0.0361,central,0.7000000000000001,1.2000000000000002,-259171672.02034616
All Adults (18+),0.95,0.0361,central,0.7000000000000001,1.2000000000000002,19134873.606891077
No Vaccination,0.95,0.0361,central,0.7000000000000001,1.2000000000000002,8542635992.5355625
JCVI Spring 2025 (75+ only),0.8,0.0361,central,0.8,1.2000000000000002,3548933567.0018487
Universal (All Ages),0.8,0.0361,central,0.8,1.2000000000000002,1517817647.6822054
All Adults (18+),0.8,0.0361,central,0.8,1.2000000000000002,19577912.490749486
No Vaccination,0.8,0.0361,central,0.8,1.2000000000000002,9751625842.674982
JCVI Spring 2025 (75+ only),0.9,0.0361,central,0.8,1.2000000000000002,3548933567.0018487
Universal (All Ages),0.9,0.0361,central,0.8,1.2000000000000002,488591623.30810857
All Adults (18+),0.9,0.0361,central,0.8,1.2000000000000002,19577912.490749486
No Vaccination,0.9,0.0361,central,0.8,1.2000000000000002,9751625842.674982
JCVI Spring 2025 (75+ only),0.95,0.0361,central,0.8,1.2000000000000002,3548933567.0018487
Universal (All Ages),0.95,0.0361,central,0.8,1.2000000000000002,-26021388.878939867
All Adults (18+),0.95,0.0361,central,0.8,1.2000000000000002,19577912.490749486
No Vaccination,0.95,0.0361,central,0.8,1.2000000000000002,9751625842.674982
JCVI Spring 2025 (75+ only),0.8,0.0361,central,0.9,1.2000000000000002,3988156665.6041055
Universal (All Ages),0.8,0.0361,central,0.9,1.2000000000000002,1905047862.4548776
All Adults (18+),0.8,0.0361,central,0.9,1.2000000000000002,20020951.3746079
No Vaccination,0.8,0.0361,central,0.9,1.2000000000000002,10960615692.814404
JCVI Spring 2025 (75+ only),0.9,0.0361,central,0.9,1.2000000000000002,3988156665.6041055
Universal (All Ages),0.9,0.0361,central,0.9,1.2000000000000002,773101883.6599367
All Adults (18+),0.9,0.0361,central,0.9,1.2000000000000002,20020951.3746079
No Vaccination,0.9,0.0361,central,0.9,1.2000000000000002,10960615692.814404
JCVI Spring 2025 (75+ only),0.95,0.0361,central,0.9,1.2000000000000002,3988156665.6041055
Universal (All Ages),0.95,0.0361,central,0.9,1.2000000000000002,207128894.26246667
All Adults (18+),0.95,0.0361,central,0.9,1.2000000000000002,20020951.3746079
No Vaccination,0.95,0.0361,central,0.9,1.2000000000000002,10960615692.814404
JCVI Spring 2025 (75+ only),0.8,0.0361,central,1,1.2000000000000002,4427379764.206361
Universal (All Ages),0.8,0.0361,central,1,1.2000000000000002,2292278077.2275496
All Adults (18+),0.8,0.0361,central,1,1.2000000000000002,20463990.258466307
No Vaccination,0.8,0.0361,central,1,1.2000000000000002,12169605542.953825
JCVI Spring 2025 (75+ only),0.9,0.0361,central,1,1.2000000000000002,4427379764.206361
Universal (All Ages),0.9,0.0361,central,1,1.2000000000000002,1057612144.0117648
All Adults (18+),0.9,0.0361,central,1,1.2000000000000002,20463990.258466307
No Vaccination,0.9,0.0361,central,1,1.2000000000000002,12169605542.953825
JCVI Spring 2025 (75+ only),0.95,0.0361,central,1,1.2000000000000002,4427379764.206361
Universal (All Ages),0.95,0.0361,central,1,1.2000000000000002,440279177.4038732
All Adults (18+),0.95,0.0361,central,1,1.2000000000000002,20463990.258466307
No Vaccination,0.95,0.0361,central,1,1.2000000000000002,12169605542.953825
JCVI Spring 2025 (75+ only),0.8,0.0361,central,1.1,1.2000000000000002,4866602862.808617
Universal (All Ages),0.8,0.0361,central,1.1,1.2000000000000002,2679508292.0002213
All Adults (18+),0.8,0.0361,central,1.1,1.2000000000000002,20907029.142324716
No Vaccination,0.8,0.0361,central,1.1,1.2000000000000002,13378595393.093246
JCVI Spring 2025 (75+ only),0.9,0.0361,central,1.1,1.2000000000000002,4866602862.808617
Universal (All Ages),0.9,0.0361,central,1.1,1.2000000000000002,1342122404.3635933
All Adults (18+),0.9,0.0361,central,1.1,1.2000000000000002,20907029.142324716
No Vaccination,0.9,0.0361,central,1.1,1.2000000000000002,13378595393.093246
JCVI Spring 2025 (75+ only),0.95,0.0361,central,1.1,1.2000000000000002,4866602862.808617
Universal (All Ages),0.95,0.0361,central,1.1,1.2000000000000002,673429460.5452797
All Adults (18+),0.95,0.0361,central,1.1,1.2000000000000002,20907029.142324716
No Vaccination,0.95,0.0361,central,1.1,1.2000000000000002,13378595393.093246
JCVI Spring 2025 (75+ only),0.8,0.0361,central,1.2000000000000002,1.2000000000000002,5305825961.410873
Universal (All Ages),0.8,0.0361,central,1.2000000000000002,1.2000000000000002,3066738506.772894
All Adults (18+),0.8,0.0361,central,1.2000000000000002,1.2000000000000002,21350068.02618313
No Vaccination,0.8,0.0361,central,1.2000000000000002,1.2000000000000002,14587585243.232668
JCVI Spring 2025 (75+ only),0.9,0.0361,central,1.2000000000000002,1.2000000000000002,5305825961.410873
Universal (All Ages),0.9,0.0361,central,1.2000000000000002,1.2000000000000002,1626632664.7154214
All Adults (18+),0.9,0.0361,central,1.2000000000000002,1.2000000000000002,21350068.02618313
No Vaccination,0.9,0.0361,central,1.2000000000000002,1.2000000000000002,14587585243.232668
JCVI Spring 2025 (75+ only),0.95,0.0361,central,1.2000000000000002,1.2000000000000002,5305825961.410873
Universal (All Ages),0.95,0.0361,central,1.2000000000000002,1.2000000000000002,906579743.6866863
All Adults (18+),0.95,0.0361,central,1.2000000000000002,1.2000000000000002,21350068.02618313
No Vaccination,0.95,0.0361,central,1.2000000000000002,1.2000000000000002,14587585243.232668
JCVI Spring 2025 (75+ only),0.8,0.0361,central,1.3000000000000003,1.2000000000000002,5745049060.01313
Universal (All Ages),0.8,0.0361,central,1.3000000000000003,1.2000000000000002,3453968721.5455656
All Adults (18+),0.8,0.0361,central,1.3000000000000003,1.2000000000000002,21793106.91004154
No Vaccination,0.8,0.0361,central,1.3000000000000003,1.2000000000000002,15796575093.37209
JCVI Spring 2025 (75+ only),0.9,0.0361,central,1.3000000000000003,1.2000000000000002,5745049060.01313
Universal (All Ages),0.9,0.0361,central,1.3000000000000003,1.2000000000000002,1911142925.06725
All Adults (18+),0.9,0.0361,central,1.3000000000000003,1.2000000000000002,21793106.91004154
No Vaccination,0.9,0.0361,central,1.3000000000000003,1.2000000000000002,15796575093.37209
JCVI Spring 2025 (75+ only),0.95,0.0361,central,1.3000000000000003,1.2000000000000002,5745049060.01313
Universal (All Ages),0.95,0.0361,central,1.3000000000000003,1.2000000000000002,1139730026.8280928
All Adults (18+),0.95,0.0361,central,1.3000000000000003,1.2000000000000002,21793106.91004154
No Vaccination,0.95,0.0361,central,1.3000000000000003,1.2000000000000002,15796575093.37209
JCVI Spring 2025 (75+ only),0.8,0.0361,central,1.4000000000000001,1.2000000000000002,6184272158.615386
Universal (All Ages),0.8,0.0361,central,1.4000000000000001,1.2000000000000002,3841198936.3182373
All Adults (18+),0.8,0.0361,central,1.4000000000000001,1.2000000000000002,22236145.79389995
No Vaccination,0.8,0.0361,central,1.4000000000000001,1.2000000000000002,17005564943.51151
JCVI Spring 2025 (75+ only),0.9,0.0361,central,1.4000000000000001,1.2000000000000002,6184272158.615386
Universal (All Ages),0.9,0.0361,central,1.4000000000000001,1.2000000000000002,2195653185.419078
All Adults (18+),0.9,0.0361,central,1.4000000000000001,1.2000000000000002,22236145.79389995
No Vaccination,0.9,0.0361,central,1.4000000000000001,1.2000000000000002,17005564943.51151
JCVI Spring 2025 (75+ only),0.95,0.0361,central,1.4000000000000001,1.2000000000000002,6184272158.615386
Universal (All Ages),0.95,0.0361,central,1.4000000000000001,1.2000000000000002,1372880309.9694989
All Adults (18+),0.95,0.0361,central,1.4000000000000001,1.2000000000000002,22236145.79389995
No Vaccination,0.95,0.0361,central,1.4000000000000001,1.2000000000000002,17005564943.51151
JCVI Spring 2025 (75+ only),0.8,0.0361,central,1.5000000000000002,1.2000000000000002,6623495257.217642
Universal (All Ages),0.8,0.0361,central,1.5000000000000002,1.2000000000000002,4228429151.090909
All Adults (18+),0.8,0.0361,central,1.5000000000000002,1.2000000000000002,22679184.67775836
No Vaccination,0.8,0.0361,central,1.5000000000000002,1.2000000000000002,18214554793.65093
JCVI Spring 2025 (75+ only),0.9,0.0361,central,1.5000000000000002,1.2000000000000002,6623495257.217642
Universal (All Ages),0.9,0.0361,central,1.5000000000000002,1.2000000000000002,2480163445.7709064
All Adults (18+),0.9,0.0361,central,1.5000000000000002,1.2000000000000002,22679184.67775836
No Vaccination,0.9,0.0361,central,1.5000000000000002,1.2000000000000002,18214554793.65093
JCVI Spring 2025 (75+ only),0.95,0.0361,central,1.5000000000000002,1.2000000000000002,6623495257.217642
Universal (All Ages),0.95,0.0361,central,1.5000000000000002,1.2000000000000002,1606030593.1109054
All Adults (18+),0.95,0.0361,central,1.5000000000000002,1.2000000000000002,22679184.67775836
No Vaccination,0.95,0.0361,central,1.5000000000000002,1.2000000000000002,18214554793.65093
JCVI Spring 2025 (75+ only),0.8,0.0361,central,1.6,1.2000000000000002,7062718355.819897
Universal (All Ages),0.8,0.0361,central,1.6,1.2000000000000002,4615659365.86358
All Adults (18+),0.8,0.0361,central,1.6,1.2000000000000002,23122223.56161677
No Vaccination,0.8,0.0361,central,1.6,1.2000000000000002,19423544643.790348
JCVI Spring 2025 (75+ only),0.9,0.0361,central,1.6,1.2000000000000002,7062718355.819897
Universal (All Ages),0.9,0.0361,central,1.6,1.2000000000000002,2764673706.122734
All Adults (18+),0.9,0.0361,central,1.6,1.2000000000000002,23122223.56161677
No Vaccination,0.9,0.0361,central,1.6,1.2000000000000002,19423544643.790348
JCVI Spring 2025 (75+ only),0.95,0.0361,central,1.6,1.2000000000000002,7062718355.819897
Universal (All Ages),0.95,0.0361,central,1.6,1.2000000000000002,1839180876.2523115
All Adults (18+),0.95,0.0361,central,1.6,1.2000000000000002,23122223.56161677
No Vaccination,0.95,0.0361,central,1.6,1.2000000000000002,19423544643.790348
JCVI Spring 2025 (75+ only),0.8,0.0361,central,1.7000000000000002,1.2000000000000002,7501941454.422153
Universal (All Ages),0.8,0.0361,central,1.7000000000000002,1.2000000000000002,5002889580.636252
All Adults (18+),0.8,0.0361,central,1.7000000000000002,1.2000000000000002,23565262.44547518
No Vaccination,0.8,0.0361,central,1.7000000000000002,1.2000000000000002,20632534493.92977
JCVI Spring 2025 (75+ only),0.9,0.0361,central,1.7000000000000002,1.2000000000000002,7501941454.422153
Universal (All Ages),0.9,0.0361,central,1.7000000000000002,1.2000000000000002,3049183966.4745626
All Adults (18+),0.9,0.0361,central,1.7000000000000002,1.2000000000000002,23565262.44547518
No Vaccination,0.9,0.0361,central,1.7000000000000002,1.2000000000000002,20632534493.92977
JCVI Spring 2025 (75+ only),0.95,0.0361,central,1.7000000000000002,1.2000000000000002,7501941454.422153
Universal (All Ages),0.95,0.0361,central,1.7000000000000002,1.2000000000000002,2072331159.393718
All Adults (18+),0.95,0.0361,central,1.7000000000000002,1.2000000000000002,23565262.44547518
No Vaccination,0.95,0.0361,central,1.7000000000000002,1.2000000000000002,20632534493.92977
JCVI Spring 2025 (75+ only),0.8,0.0361,central,1.8000000000000003,1.2000000000000002,7941164553.02441
Universal (All Ages),0.8,0.0361,central,1.8000000000000003,1.2000000000000002,5390119795.408924
All Adults (18+),0.8,0.0361,central,1.8000000000000003,1.2000000000000002,24008301.32933359
No Vaccination,0.8,0.0361,central,1.8000000000000003,1.2000000000000002,21841524344.06919
JCVI Spring 2025 (75+ only),0.9,0.0361,central,1.8000000000000003,1.2000000000000002,7941164553.02441
Universal (All Ages),0.9,0.0361,central,1.8000000000000003,1.2000000000000002,3333694226.8263903
All Adults (18+),0.9,0.0361,central,1.8000000000000003,1.2000000000000002,24008301.32933359
No Vaccination,0.9,0.0361,central,1.8000000000000003,1.2000000000000002,21841524344.06919
JCVI Spring 2025 (75+ only),0.95,0.0361,central,1.8000000000000003,1.2000000000000002,7941164553.02441
Universal (All Ages),0.95,0.0361,central,1.8000000000000003,1.2000000000000002,2305481442.535125
All Adults (18+),0.95,0.0361,central,1.8000000000000003,1.2000000000000002,24008301.32933359
No Vaccination,0.95,0.0361,central,1.8000000000000003,1.2000000000000002,21841524344.06919
JCVI Spring 2025 (75+ only),0.8,0.0361,central,1.9000000000000001,1.2000000000000002,8380387651.626666
Universal (All Ages),0.8,0.0361,central,1.9000000000000001,1.2000000000000002,5777350010.181597
All Adults (18+),0.8,0.0361,central,1.9000000000000001,1.2000000000000002,24451340.213192
No Vaccination,0.8,0.0361,central,1.9000000000000001,1.2000000000000002,23050514194.208614
